[DADOS DO PROJETO]
Nome do Contato,
Telefone do Contato,
Estado,CE
Data Início,01/03/2021
Data Fim,01/08/2022
Status,OBRA FINALIZADA
Custo Total da Obra,1890006.22

[ANÁLISE TEMPORAL]
Meses Totais,18
Meses de Paralisação,0
RMT Decadente,0.00
Percentual Decadência,0.00%

[MATRIZ DE COMPARAÇÃO TRIBUTÁRIA]
Cenário,Estratégia Aplicada,RMT (VAU Atual),RMT (VAU Previsto),INSS Final
1. Padrão (Pior),Aferição Direta Receita,340201.12,340201.12,125194.01
2. Intermediário,Decadência,340201.12,340201.12,125194.01
3. Otimizado (Nosso),Estratégia de Folha (CPP),340201.12,238140.78,54995.62
NOTA: Cenários 1 e 2 usam VAU (Jul/26). Cenário 3 usa VAU PREVISTO.
ECONOMIA REAL GERADA,,,,70198.39
PERCENTUAL ECONOMIA,,,,56.07%

[PARÂMETROS E OPERAÇÃO]
Honorários Estimados,14039.68
Percentual Honorários,20.00%

[INFORMAÇÕES PARA RECEITA FEDERAL]
Item,Valor
DARFs Atrasadas,54995.62
DARF do Mês Atual,0.00
DARFs Futuras (Média),0.00
DARFs Futuras (Total),0.00
Quantidade de Meses Futuros,0
Soma das MAEDs Atrasadas,1100.00
Multa de Parcelamento (20% das MAEDs),220.00
Opção 1: Pagamento à Vista,54995.62
Opção 2: Pagamento Parcelado,55215.62
Sugestão Parcelas,60x 920.26

DETALHAMENTO POR ÁREA
Área,Tipo,Categoria,Material,Área m²,Principal,Coberta,Prefabr.,% Equiv.,Área Equiv.,VAU,Custo Estimado,PMO,% Cat.,Fator Social,RMT Base,RMT Otimizado
Área 1,unifamiliar,obra_nova,alvenaria,750.00,Sim,N/A,Não,89.00%,667.50,2831.47,1890006.22,20.00%,100.00%,90.00%,340201.12,238140.78

DISTRIBUIÇÃO MENSAL
Mês/Ano,Remuneração Corrigida,ICM %,Paralisado,Observação,Recibo (Base),CPP (20%),Multa (20%),Mora (Selic),MAED,Total INSS
03/2021,0.00,59.20%,Não,Sem recibos (Jan-Set/21),0.00,0.00,0.00,0.00,0.00,0.00
04/2021,0.00,58.93%,Não,Sem recibos (Jan-Set/21),0.00,0.00,0.00,0.00,0.00,0.00
05/2021,0.00,58.62%,Não,Sem recibos (Jan-Set/21),0.00,0.00,0.00,0.00,0.00,0.00
06/2021,0.00,58.26%,Não,Sem recibos (Jan-Set/21),0.00,0.00,0.00,0.00,0.00,0.00
07/2021,0.00,57.83%,Não,Sem recibos (Jan-Set/21),0.00,0.00,0.00,0.00,0.00,0.00
08/2021,0.00,57.39%,Não,Sem recibos (Jan-Set/21),0.00,0.00,0.00,0.00,0.00,0.00
09/2021,0.00,56.90%,Não,Sem recibos (Jan-Set/21),0.00,0.00,0.00,0.00,0.00,0.00
10/2021,22265.16,56.31%,Não,,14244.23,2848.85,569.77,1604.19,100.00,5122.80
11/2021,22155.48,55.54%,Não,,14244.23,2848.85,569.77,1582.25,100.00,5100.87
12/2021,22051.50,54.81%,Não,,14244.23,2848.85,569.77,1561.45,100.00,5080.07
01/2022,21943.24,54.05%,Não,,14244.23,2848.85,569.77,1539.80,100.00,5058.42
02/2022,21810.77,53.12%,Não,,14244.23,2848.85,569.77,1513.31,100.00,5031.92
03/2022,21692.54,52.29%,Não,,14244.23,2848.85,569.77,1489.66,100.00,5008.28
04/2022,21545.83,51.26%,Não,,14244.23,2848.85,569.77,1460.32,100.00,4978.93
05/2022,21400.54,50.24%,Não,,14244.23,2848.85,569.77,1431.26,100.00,4949.88
06/2022,21253.82,49.21%,Não,,14244.23,2848.85,569.77,1401.92,100.00,4920.53
07/2022,21087.16,48.04%,Não,,14244.23,2848.85,569.77,1368.59,100.00,4887.20
08/2022,20934.75,46.97%,Não,,14244.23,2848.85,569.77,1338.10,100.00,4856.72

238140.79,,,RMT atingido,,,31337.35,6267.47,16290.85,1100.00,54995.62
